date,price,ma_small,ma_medium,ma_large,ma_slope,order_signal,portfolio_value,stop_loss
29/09/2003 09:00,1000,0,0,0,0,0,100,0
29/09/2003 13:00,1004.5,0,0,0,0,0,100,0
29/09/2003 17:00,1005.5,0,0,0,0,0,100,0
29/09/2003 21:00,1005.7,0,0,0,0,0,100,0
30/09/2003 01:00,1006.2,0,0,0,0,0,100,0
30/09/2003 05:00,1003.2,0,0,0,0,0,100,0
30/09/2003 09:00,1002.2,0,0,0,0,0,100,0
30/09/2003 13:00,997.2,0,0,0,0,0,100,0
30/09/2003 17:00,996.2,0,0,0,0,0,100,0
30/09/2003 21:00,997.7,0,0,0,0,0,100,0
01/10/2003 01:00,998.7,0,0,0,0,0,100,0
01/10/2003 05:00,998.4,0,0,0,0,0,100,0
01/10/2003 09:00,999.7,0,0,0,0,0,100,0
01/10/2003 13:00,1009.2,0,0,0,0,0,100,0
01/10/2003 17:00,1017.4,0,0,0,0,0,100,0
01/10/2003 21:00,1017.2,0,0,0,0,0,100,0
02/10/2003 01:00,1017.4,0,0,0,0,0,100,0
02/10/2003 05:00,1016.2,0,0,0,0,0,100,0
02/10/2003 09:00,1017.4,0,0,0,0,0,100,0
02/10/2003 13:00,1017.4,0,0,0,0,0,100,0
02/10/2003 17:00,1021.4,0,0,0,0,0,100,0
02/10/2003 21:00,1021.2,0,0,0,0,0,100,0
03/10/2003 01:00,1020.7,0,0,0,0,0,100,0
03/10/2003 05:00,1020.2,0,0,0,0,0,100,0
03/10/2003 09:00,1034.4,0,0,0,0,0,100,0
03/10/2003 13:00,1038.7,0,0,0,0,0,100,0
03/10/2003 17:00,1030.2,0,0,0,0,0,100,0
05/10/2003 21:00,1028.6,0,0,0,0,0,100,0
06/10/2003 01:00,1029.1,0,0,0,0,0,100,0
06/10/2003 05:00,1031.1,0,0,0,0,0,100,0
06/10/2003 09:00,1031.6,0,0,0,0,0,100,0
06/10/2003 13:00,1034.1,0,0,0,0,0,100,0
06/10/2003 17:00,1036.4,0,0,0,0,0,100,0
06/10/2003 21:00,1035.6,0,0,0,0,0,100,0
07/10/2003 01:00,1034.8,0,0,0,0,0,100,0
07/10/2003 05:00,1031.3,0,0,0,0,0,100,0
07/10/2003 09:00,1029.3,0,0,0,0,0,100,0
07/10/2003 13:00,1031.8,0,0,0,0,0,100,0
07/10/2003 17:00,1039.1,0,0,0,0,0,100,0
07/10/2003 21:00,1037.8,0,0,0,0,0,100,0
08/10/2003 01:00,1037.6,0,0,0,0,0,100,0
08/10/2003 05:00,1038.6,0,0,0,0,0,100,0
08/10/2003 09:00,1039.8,0,0,0,0,0,100,0
08/10/2003 13:00,1035.8,0,0,0,0,0,100,0
08/10/2003 17:00,1035.6,0,0,0,0,0,100,0
08/10/2003 21:00,1036.8,0,0,0,0,0,100,0
09/10/2003 01:00,1036.8,0,0,0,0,0,100,0
09/10/2003 05:00,1036.8,0,0,0,0,0,100,0
09/10/2003 09:00,1044.1,0,0,0,0,0,100,0
09/10/2003 13:00,1046.1,0,0,0,0,0,100,0
09/10/2003 17:00,1039,0,0,0,0,0,100,0
09/10/2003 21:00,1039,0,0,0,0,0,100,0
10/10/2003 01:00,1040,0,0,0,0,0,100,0
10/10/2003 05:00,1042,0,0,0,0,0,100,0
10/10/2003 09:00,1039.5,0,0,0,0,0,100,0
10/10/2003 13:00,1037.8,0,0,0,0,0,100,0
10/10/2003 17:00,1042.5,0,0,0,0,0,100,0
12/10/2003 21:00,1042,0,0,0,0,0,100,0
13/10/2003 01:00,1042.5,0,0,0,0,0,100,0
13/10/2003 05:00,1045.7,0,0,0,0,0,100,0
13/10/2003 09:00,1045.5,0,0,0,0,0,100,0
13/10/2003 13:00,1046,0,0,0,0,0,100,0
13/10/2003 17:00,1045.7,0,0,0,0,0,100,0
13/10/2003 21:00,1047.5,0,0,0,0,0,100,0
14/10/2003 01:00,1048.2,0,0,0,0,0,100,0
14/10/2003 05:00,1046,0,0,0,0,0,100,0
14/10/2003 09:00,1046.5,0,0,0,0,0,100,0
14/10/2003 13:00,1043.2,0,0,0,0,0,100,0
14/10/2003 17:00,1049.7,0,0,0,0,0,100,0
14/10/2003 21:00,1050.5,0,0,0,0,0,100,0
15/10/2003 01:00,1050,0,0,0,0,0,100,0
15/10/2003 05:00,1050.5,0,0,0,0,0,100,0
15/10/2003 09:00,1055.2,0,0,0,0,0,100,0
15/10/2003 13:00,1049.9,0,0,0,0,0,100,0
15/10/2003 17:00,1044.7,0,0,0,0,0,100,0
15/10/2003 21:00,1044.2,0,0,0,0,0,100,0
16/10/2003 01:00,1045.4,0,0,0,0,0,100,0
16/10/2003 05:00,1047.2,0,0,0,0,0,100,0
16/10/2003 09:00,1043.9,0,0,0,0,0,100,0
16/10/2003 13:00,1052.7,0,0,0,0,0,100,0
16/10/2003 17:00,1049.2,0,0,0,0,0,100,0
16/10/2003 21:00,1049.2,0,0,0,0,0,100,0
17/10/2003 01:00,1049.7,0,0,0,0,0,100,0
17/10/2003 05:00,1048.2,0,0,0,0,0,100,0
17/10/2003 09:00,1050.2,0,0,0,0,0,100,0
17/10/2003 13:00,1042.9,0,0,0,0,0,100,0
17/10/2003 17:00,1039.1,0,0,0,0,0,100,0
19/10/2003 21:00,1038.6,0,0,0,0,0,100,0
20/10/2003 01:00,1040.1,0,0,0,0,0,100,0
20/10/2003 05:00,1040.8,0,0,0,0,0,100,0
20/10/2003 09:00,1041.1,0,0,0,0,0,100,0
20/10/2003 13:00,1040.8,0,0,0,0,0,100,0
20/10/2003 17:00,1049.6,0,0,0,0,0,100,0
20/10/2003 21:00,1048.8,0,0,0,0,0,100,0
21/10/2003 01:00,1048.3,0,0,0,0,0,100,0
21/10/2003 05:00,1048.3,0,0,0,0,0,100,0
21/10/2003 09:00,1045.3,0,0,0,0,0,100,0
21/10/2003 13:00,1047.8,0,0,0,0,0,100,0
21/10/2003 17:00,1045.3,0,0,0,0,0,100,0
21/10/2003 21:00,1042.8,0,0,0,0,0,100,0
22/10/2003 01:00,1042.5,0,0,0,0,0,100,0
22/10/2003 05:00,1042.5,0,0,0,0,0,100,0
22/10/2003 09:00,1038.5,0,0,0,0,0,100,0
22/10/2003 13:00,1032,0,0,0,0,0,100,0
22/10/2003 17:00,1031,0,0,0,0,0,100,0
22/10/2003 21:00,1028,0,0,0,0,0,100,0
23/10/2003 01:00,1025.5,0,0,0,0,0,100,0
23/10/2003 05:00,1024.5,0,0,0,0,0,100,0
23/10/2003 09:00,1024.7,0,0,0,0,0,100,0
23/10/2003 13:00,1031,0,0,0,0,0,100,0
23/10/2003 17:00,1026.7,0,0,0,0,0,100,0
23/10/2003 21:00,1024,0,0,0,0,0,100,0
24/10/2003 01:00,1023,0,0,0,0,0,100,0
24/10/2003 05:00,1027,0,0,0,0,0,100,0
24/10/2003 09:00,1025,0,0,0,0,0,100,0
24/10/2003 13:00,1019,0,0,0,0,0,100,0
24/10/2003 17:00,1031,0,0,0,0,0,100,0
26/10/2003 22:00,1030.2,0,0,0,0,0,100,0
27/10/2003 02:00,1029.9,0,0,0,0,0,100,0
27/10/2003 06:00,1030.9,0,0,0,0,0,100,0
27/10/2003 10:00,1034.4,0,0,0,0,0,100,0
27/10/2003 14:00,1032.2,0,0,0,0,0,100,0
27/10/2003 18:00,1031.9,0,0,0,0,0,100,0
27/10/2003 22:00,1032.4,0,0,0,0,0,100,0
28/10/2003 02:00,1033.6,0,0,0,0,0,100,0
28/10/2003 06:00,1034.4,0,0,0,0,0,100,0
28/10/2003 10:00,1035.9,0,0,0,0,0,100,0
28/10/2003 14:00,1036.4,0,0,0,0,0,100,0
28/10/2003 18:00,1044.4,0,0,0,0,0,100,0
28/10/2003 22:00,1043.9,0,0,0,0,0,100,0
29/10/2003 02:00,1044.4,0,0,0,0,0,100,0
29/10/2003 06:00,1042.4,0,0,0,0,0,100,0
29/10/2003 10:00,1042.9,0,0,0,0,0,100,0
29/10/2003 14:00,1046.1,0,0,0,0,0,100,0
29/10/2003 18:00,1045.4,0,0,0,0,0,100,0
29/10/2003 22:00,1047.9,0,0,0,0,0,100,0
30/10/2003 02:00,1047.6,0,0,0,0,0,100,0
30/10/2003 06:00,1045.9,0,0,0,0,0,100,0
30/10/2003 10:00,1053.9,0,0,0,0,0,100,0
30/10/2003 14:00,1051.4,0,0,0,0,0,100,0
30/10/2003 18:00,1049.6,0,0,0,0,0,100,0
30/10/2003 22:00,1048.8,0,0,0,0,0,100,0
31/10/2003 02:00,1048.6,0,0,0,0,0,100,0
31/10/2003 06:00,1048.1,0,0,0,0,0,100,0
31/10/2003 10:00,1050.1,0,0,0,0,0,100,0
31/10/2003 14:00,1050.6,0,0,0,0,0,100,0
31/10/2003 18:00,1048.8,0,0,0,0,0,100,0
02/11/2003 22:00,1048,0,0,0,0,0,100,0
03/11/2003 02:00,1049.5,0,0,0,0,0,100,0
03/11/2003 06:00,1052.3,0,0,0,0,0,100,0
03/11/2003 10:00,1053.3,0,0,0,0,0,100,0
03/11/2003 14:00,1060,0,0,0,0,0,100,0
03/11/2003 18:00,1055.5,0,0,0,0,0,100,0
03/11/2003 22:00,1055.8,0,0,0,0,0,100,0
04/11/2003 02:00,1054.8,0,0,0,0,0,100,0
04/11/2003 06:00,1056.5,0,0,0,0,0,100,0
04/11/2003 10:00,1055.8,0,0,0,0,0,100,0
04/11/2003 14:00,1053,0,0,0,0,0,100,0
04/11/2003 18:00,1053,0,0,0,0,0,100,0
04/11/2003 22:00,1051.7,0,0,0,0,0,100,0
05/11/2003 02:00,1052.2,0,0,0,0,0,100,0
05/11/2003 06:00,1050.7,0,0,0,0,0,100,0
05/11/2003 10:00,1051,0,0,0,0,0,100,0
05/11/2003 14:00,1047.5,0,0,0,0,0,100,0
05/11/2003 18:00,1053.7,0,0,0,0,0,100,0
05/11/2003 22:00,1054.7,0,0,0,0,0,100,0
06/11/2003 02:00,1052.7,0,0,0,0,0,100,0
06/11/2003 06:00,1049.7,0,0,0,0,0,100,0
06/11/2003 10:00,1052.2,0,0,0,0,0,100,0
06/11/2003 14:00,1051.7,0,0,0,0,0,100,0
06/11/2003 18:00,1059.2,0,0,0,0,0,100,0
06/11/2003 22:00,1059.2,0,0,0,0,0,100,0
07/11/2003 02:00,1060.5,0,0,0,0,0,100,0
07/11/2003 06:00,1060.5,0,0,0,0,0,100,0
07/11/2003 10:00,1062.9,0,0,0,0,0,100,0
07/11/2003 14:00,1056.9,0,0,0,0,0,100,0
07/11/2003 18:00,1051.7,0,0,0,0,0,100,0
09/11/2003 22:00,1050.9,0,0,0,0,0,100,0
10/11/2003 02:00,1049.9,0,0,0,0,0,100,0
10/11/2003 06:00,1054.4,0,0,0,0,0,100,0
10/11/2003 10:00,1052.1,0,0,0,0,0,100,0
10/11/2003 14:00,1048.9,0,0,0,0,0,100,0
10/11/2003 18:00,1047.1,0,0,0,0,0,100,0
10/11/2003 22:00,1045.8,0,0,0,0,0,100,0
11/11/2003 02:00,1043.3,0,0,0,0,0,100,0
11/11/2003 06:00,1044.6,0,0,0,0,0,100,0
11/11/2003 10:00,1045.6,0,0,0,0,0,100,0
11/11/2003 14:00,1046.6,0,0,0,0,0,100,0
11/11/2003 18:00,1046.1,0,0,0,0,0,100,0
11/11/2003 22:00,1047.6,0,0,0,0,0,100,0
12/11/2003 02:00,1046.3,0,0,0,0,0,100,0
12/11/2003 06:00,1046.6,0,0,0,0,0,100,0
